"DMS ORIG","DMS DEST","DMS_MODE","Total KTons in 2012","Total Ton-Mile in 2012","Total M$ in 2012","Total Current M$ in 2012"
"Delaware","Alabama","Truck","60.1027","52.95023109","83.9787","83.8026"
"Delaware","Arizona","Truck","9.8917","23.59255868","88.5656","88.1274"
"Delaware","Arkansas","Truck","11.2478","13.13515383","134.8934","136.5915"
"Delaware","California","Truck","68.4184","190.27862007","280.3843","281.7958"
"Delaware","Colorado","Truck","1.157","2.0034761","14.9788","14.9526"
"Delaware","Connecticut","Truck","106.034","24.13912678","188.8961","190.1637"
"Delaware","Delaware","Truck","15347.6321","478.72132947","11493.16","11512.7748"
"Delaware","Washington DC","Truck","29.8622","3.11006791","30.4285","30.4951"
"Delaware","Florida","Truck","53.2734","53.23458292","157.6753","157.8814"
"Delaware","Georgia","Truck","106.4584","77.03928539","227.0951","228.4009"
"Delaware","Idaho","Truck","1.1472","2.77202056","1.6115","1.6174"
"Delaware","Illinois","Truck","91.4312","71.89389365","574.9444","575.7748"
"Delaware","Indiana","Truck","54.4828","35.86682331","162.4887","162.5641"
"Delaware","Iowa","Truck","43.1646","45.91769729","133.7419","134.4347"
"Delaware","Kansas","Truck","2.2899","2.7010949","15.0085","15.06"
"Delaware","Kentucky","Truck","27.5913","18.58959905","71.4098","71.4053"
"Delaware","Louisiana","Truck","11.099","13.58394101","50.5841","50.7865"
"Delaware","Maine","Truck","37.2221","19.5369099","80.4152","80.7929"
"Delaware","Maryland","Truck","3447.7273","323.97610162","1702.9145","1705.0443"
"Delaware","Massachusetts","Truck","126.604","45.81261058","362.7888","363.5532"
"Delaware","Michigan","Truck","35.2126","22.91737106","88.0061","88.2647"
"Delaware","Minnesota","Truck","42.0316","52.53434685","57.6113","57.7354"
"Delaware","Mississippi","Truck","7.3511","7.77387791","11.4663","11.4966"
"Delaware","Missouri","Truck","25.3875","25.52488328","88.6243","89.5856"
"Delaware","Montana","Truck","1.013","2.21539198","6.0364","6.056"
"Delaware","Nebraska","Truck","13.3756","17.18974715","31.2916","31.3288"
"Delaware","Nevada","Truck","2.401","6.17696516","285.8795","286.1988"
"Delaware","New Hampshire","Truck","16.0808","6.53993985","30.808","30.8169"
"Delaware","New Jersey","Truck","1576.8701","119.13105694","1971.3564","1977.1012"
"Delaware","New Mexico","Truck","0.3582","0.69979469","1.0249","1.0256"
"Delaware","New York","Truck","347.611","83.03164035","1609.7857","1612.3107"
"Delaware","North Carolina","Truck","162.2332","72.41780343","345.4407","346.4282"
"Delaware","North Dakota","Truck","0.6894","1.05556156","0.901","0.9019"
"Delaware","Ohio","Truck","178.5609","84.7904151600001","3642.4539","3646.9038"
"Delaware","Oklahoma","Truck","3.8214","5.24277178","11.6736","11.7905"
"Delaware","Oregon","Truck","15.3553","44.37133939","46.5392","46.4"
"Delaware","Pennsylvania","Truck","5502.9766","814.86377246","4154.756","4164.6715"
"Delaware","Rhode Island","Truck","13.622","4.55509654","28.2303","28.2317"
"Delaware","South Carolina","Truck","52.8049","31.02141613","101.1141","101.6148"
"Delaware","South Dakota","Truck","0.374","0.53325343","1.2851","1.2832"
"Delaware","Tennessee","Truck","62.8459","46.35443362","284.3601","286.7398"
"Delaware","Texas","Truck","75.3589","120.75657299","345.8412","348.4333"
"Delaware","Utah","Truck","1.9281","4.17695763","3.2775","3.2829"
"Delaware","Vermont","Truck","8.3092","3.5149921","29.2306","29.2088"
"Delaware","Virginia","Truck","334.5296","76.18395327","648.2599","648.5309"
"Delaware","Washington","Truck","36.676","103.86802652","90.0427","89.8228"
"Delaware","West Virginia","Truck","25.9469","9.81636598","45.589","45.7755"
"Delaware","Wisconsin","Truck","26.0667","24.22214029","65.8041","65.7627"
"Delaware","Wyoming","Truck","0.5427","1.03596798","1.1037","1.1092"
"Washington DC","Alabama","Truck","0","3.265E-05","0","0"
"Washington DC","Arizona","Truck","0.0393","0.09017724","0.6699","0.6653"
"Washington DC","Arkansas","Truck","0","0","0","0"
"Washington DC","California","Truck","0","0","0","0"
"Washington DC","Colorado","Truck","0","0","0","0"
"Washington DC","Connecticut","Truck","0.0024","0.0007613","0.0008","0.0008"
"Washington DC","Delaware","Truck","1.3144","0.13616549","4.3658","4.375"
"Washington DC","Washington DC","Truck","7696.0602","33.09305774","5392.3021","5398.3521"
"Washington DC","Florida","Truck","1.7575","1.62345655","2.105","2.1176"
"Washington DC","Georgia","Truck","1.561","0.98394669","2.4719","2.4783"
"Washington DC","Idaho","Truck","0.2648","0.62377562","0.325","0.3271"
"Washington DC","Illinois","Truck","1.1235","0.82894427","1.3274","1.3358"
"Washington DC","Indiana","Truck","0.5348","0.32243796","1.2798","1.2785"
"Washington DC","Iowa","Truck","0.2697","0.27170739","0.3187","0.3208"
"Washington DC","Kansas","Truck","0.2188","0.25835205","0.2575","0.259"
"Washington DC","Kentucky","Truck","0.3703","0.21799573","0.4298","0.4326"
"Washington DC","Louisiana","Truck","0.5673","0.64425624","0.6533","0.6572"
"Washington DC","Maine","Truck","0.1281","0.07735956","0.1425","0.1435"
"Washington DC","Maryland","Truck","1533.7636","34.03764721","1394.0566","1394.9995"
"Washington DC","Massachusetts","Truck","0.8826","0.38412821","0.9918","0.9982"
"Washington DC","Michigan","Truck","1.8976","1.09144112","4.9058","4.9253"
"Washington DC","Minnesota","Truck","0.504","0.5800566","0.5846","0.5883"
"Washington DC","Mississippi","Truck","0.4098","0.38718311","0.4662","0.4692"
"Washington DC","Missouri","Truck","0.8693","0.80846853","1.0254","1.0318"
"Washington DC","Montana","Truck","0.1957","0.41799929","0.2225","0.2239"
"Washington DC","Nebraska","Truck","0.1886","0.23257332","0.2285","0.2299"
"Washington DC","Nevada","Truck","0.3478","0.85607996","0.4233","0.4259"
"Washington DC","New Hampshire","Truck","0.1074","0.05152027","0.1306","0.1315"
"Washington DC","New Jersey","Truck","1.8142","0.38144287","11.8663","11.865"
"Washington DC","New Mexico","Truck","0.173","0.32676319","0.1974","0.1987"
"Washington DC","New York","Truck","3.2773","0.86980554","4.5343","4.5411"
"Washington DC","North Carolina","Truck","30.1795","10.64363604","8.8904","8.8508"
"Washington DC","North Dakota","Truck","0.0853","0.12645341","0.1026","0.1032"
"Washington DC","Ohio","Truck","1.0839","0.45837663","1.2693","1.2764"
"Washington DC","Oklahoma","Truck","0.3963","0.5138496","0.4579","0.461"
"Washington DC","Oregon","Truck","0.5251","1.48797522","0.6031","0.607"
"Washington DC","Pennsylvania","Truck","8.0974","1.31373132","37.2126","37.1517"
"Washington DC","Rhode Island","Truck","0.1129","0.04585129","0.129","0.1298"
"Washington DC","South Carolina","Truck","0.6541","0.31636215","0.773","0.7777"
"Washington DC","South Dakota","Truck","0.0918","0.12712556","0.1055","0.1063"
"Washington DC","Tennessee","Truck","0.7191","0.45752809","0.7903","0.7947"
"Washington DC","Texas","Truck","2.6765","3.89284044","3.1076","3.1274"
"Washington DC","Utah","Truck","0.4775","1.00850673","0.5423","0.5458"
"Washington DC","Vermont","Truck","0.0761","0.03861411","0.0851","0.0857"
"Washington DC","Virginia","Truck","1840.4055","159.16183287","543.8178","544.7989"
"Washington DC","Washington","Truck","0.8897","2.45469482","1.024","1.0305"
"Washington DC","West Virginia","Truck","0.3072","0.09061316","0.8915","0.8879"
"Washington DC","Wisconsin","Truck","0.4563","0.40397619","0.5357","0.5391"
"Washington DC","Wyoming","Truck","0.1077","0.19939983","0.3961","0.3945"
"Florida","Alabama","Truck","3206.0132","1591.62379648","4167.631","4167.1416"
"Florida","Alaska","Truck","1.0135","4.76215324","40.8793","41.3487"
"Florida","Arizona","Truck","123.0673","262.53386005","588.5413","588.7161"
"Florida","Arkansas","Truck","249.5165","229.88021302","777.7126","781.830899999999"
"Florida","California","Truck","1044.6985","2727.77573754","3908.5316","3927.54640000001"
"Florida","Colorado","Truck","142.0836","261.05207802","566.026099999999","567.1402"
"Florida","Connecticut","Truck","122.0355","157.03954939","688.864999999999","691.370199999998"
"Florida","Delaware","Truck","23.2679","24.60892659","93.4628000000001","93.8596000000001"
"Florida","Washington DC","Truck","13.3224","13.10834066","34.252","34.2457"
"Florida","Florida","Truck","656874.2962","55722.82775163","346725.768","347264.3972"
"Florida","Georgia","Truck","9253.95800000001","3340.67289303","11108.487","11145.8244"
"Florida","Idaho","Truck","26.8515","71.29741202","101.2675","101.2454"
"Florida","Illinois","Truck","1469.2197","1706.72716771","2603.2988","2610.2012"
"Florida","Indiana","Truck","475.8619","512.91472499","788.996799999999","791.944299999999"
"Florida","Iowa","Truck","445.5574","610.59394078","945.8388","947.2959"
"Florida","Kansas","Truck","270.2311","364.98469137","770.8504","771.7198"
"Florida","Kentucky","Truck","401.1912","331.05754907","762.095599999999","764.0622"
"Florida","Louisiana","Truck","823.7667","582.11997526","1247.8839","1252.4209"
"Florida","Maine","Truck","46.0332","70.7814678","103.825","104.0892"
"Florida","Maryland","Truck","391.599","386.86376184","1073.8335","1077.4774"
"Florida","Massachusetts","Truck","524.2731","707.87180408","1025.718","1028.4881"
"Florida","Michigan","Truck","346.9089","428.18932459","1064.8143","1066.3067"
"Florida","Minnesota","Truck","224.4558","369.64391172","590.26","592.1986"
"Florida","Mississippi","Truck","436.5018","283.64998188","1104.8237","1109.4921"
"Florida","Missouri","Truck","330.8593","376.71876547","1011.7879","1014.7971"
"Florida","Montana","Truck","8.6741","22.23170541","41.8722","42.0372"
"Florida","Nebraska","Truck","51.9898","78.85958951","289.5435","289.9958"
"Florida","Nevada","Truck","892.2443","2513.15211124","354.2507","357.3673"
"Florida","New Hampshire","Truck","40.7609","57.46968009","139.5251","139.528"
"Florida","New Jersey","Truck","650.0944","738.28712184","1964.2957","1966.2225"
"Florida","New Mexico","Truck","248.648","426.09808018","643.4876","644.7795"
"Florida","New York","Truck","785.484099999999","947.20797812","2233.8141","2241.05530000001"
"Florida","North Carolina","Truck","2042.6347","1212.3646173","4762.11920000002","4767.06400000001"
"Florida","North Dakota","Truck","18.5336","35.39422531","50.721","50.6984"
"Florida","Ohio","Truck","897.5724","886.87231574","2374.7328","2385.4583"
"Florida","Oklahoma","Truck","521.8764","635.51019905","857.867","860.337999999999"
"Florida","Oregon","Truck","65.4215","201.21767055","355.0813","356.5449"
"Florida","Pennsylvania","Truck","1043.9557","1135.98344532","2842.3973","2838.8997"
"Florida","Rhode Island","Truck","33.901","45.118823","114.8233","115.2941"
"Florida","South Carolina","Truck","2007.2437","839.48492085","3179.1249","3192.6067"
"Florida","South Dakota","Truck","29.6722","55.27930695","69.2194","69.2631000000001"
"Florida","Tennessee","Truck","1000.339","655.81731165","1854.6049","1857.8253"
"Florida","Texas","Truck","2294.0246","2599.38669513","7504.35260000001","7543.01370000002"
"Florida","Utah","Truck","84.7408000000001","198.19897469","242.7772","244.0641"
"Florida","Vermont","Truck","14.4637","20.55550419","25.0613","25.1041"
"Florida","Virginia","Truck","854.4073","697.6045373","1832.724","1839.6953"
"Florida","Washington","Truck","131.3266","410.19531443","671.3274","677.0806"
"Florida","West Virginia","Truck","45.8171","37.64535973","196.1109","194.1036"
"Florida","Wisconsin","Truck","243.0012","324.70845705","808.3784","810.1504"
"Florida","Wyoming","Truck","5.1843","11.25111117","15.7078","15.7652"
"Georgia","Alabama","Truck","13455.3434","3104.5046245","15362.7812","15401.8014"
"Georgia","Alaska","Truck","2.2504","9.57862306","28.6725","28.5987"
"Georgia","Arizona","Truck","189.0151","359.43078342","719.9236","723.6438"
"Georgia","Arkansas","Truck","927.2073","596.42511087","1408.9275","1413.5801"
"Georgia","California","Truck","1611.0611","3724.12852534","5493.3396","5529.3523"
"Georgia","Colorado","Truck","304.185","440.66754323","1108.5808","1113.6481"
"Georgia","Connecticut","Truck","160.5911","159.74459273","574.5242","578.279599999999"
"Georgia","Delaware","Truck","83.1125","62.46600965","196.5334","197.3045"
"Georgia","Washington DC","Truck","3.1734","2.01701283","20.3926","20.5381"
"Georgia","Florida","Truck","16551.8005","6853.39274152001","29131.2917","29222.669"
"Georgia","Georgia","Truck","362788.6257","26263.47554049","207772.3241","208218.2878"
"Georgia","Idaho","Truck","108.2789","240.49596489","141.8632","142.6208"
"Georgia","Illinois","Truck","1911.2465","1465.84911683","5250.8821","5274.4023"
"Georgia","Indiana","Truck","1314.7122","826.01119548","2633.7539","2641.6434"
"Georgia","Iowa","Truck","394.5417","388.69247915","1162.9529","1165.5226"
"Georgia","Kansas","Truck","345.0043","323.79642518","1271.1002","1277.4264"
"Georgia","Kentucky","Truck","1838.7032","782.4627672","5146.8067","5154.9629"
"Georgia","Louisiana","Truck","1032.5986","584.95796516","2981.1483","2990.63080000001"
"Georgia","Maine","Truck","67.1437","83.84444277","294.436","295.2847"
"Georgia","Maryland","Truck","1058.7882","715.28996614","2966.6499","2976.595"
"Georgia","Massachusetts","Truck","489.4482","532.70174542","1302.3223","1308.0231"
"Georgia","Michigan","Truck","1062.3677","853.911384599999","2606.6074","2614.0664"
"Georgia","Minnesota","Truck","445.522","528.98084719","1192.7263","1201.1617"
"Georgia","Mississippi","Truck","1820.8721","722.78348417","2887.1618","2889.9163"
"Georgia","Missouri","Truck","818.2707","598.91703172","1911.3144","1918.0482"
"Georgia","Montana","Truck","8.4049","17.99508062","27.5613","27.7928"
"Georgia","Nebraska","Truck","145.5232","161.34222755","383.6646","384.6727"
"Georgia","Nevada","Truck","98.7193","213.26704308","248.9207","250.2869"
"Georgia","New Hampshire","Truck","66.6177","75.26618856","237.3285","238.6498"
"Georgia","New Jersey","Truck","766.406799999999","650.349850560001","2244.6772","2252.7536"
"Georgia","New Mexico","Truck","37.2525","54.46893312","139.6507","140.2419"
"Georgia","New York","Truck","963.548399999999","886.61784024","2931.313","2944.6904"
"Georgia","North Carolina","Truck","9033.8681","2998.3506506","19597.489","19638.7313"
"Georgia","North Dakota","Truck","32.4427","48.19053541","102.3551","102.8907"
"Georgia","Ohio","Truck","2196.6753","1402.56577553","4419.54440000001","4436.82400000001"
"Georgia","Oklahoma","Truck","676.261299999999","599.179212599999","2029.7729","2040.1901"
"Georgia","Oregon","Truck","144.7016","388.9748979","317.6118","318.8962"
"Georgia","Pennsylvania","Truck","1772.6005","1328.2748623","4365.15290000001","4379.94670000001"
"Georgia","Rhode Island","Truck","54.1208","58.07413488","103.131","103.3835"
"Georgia","South Carolina","Truck","12305.7629","2611.71498841","13743.4202","13785.1687"
"Georgia","South Dakota","Truck","29.7175","39.96944643","71.224","71.424"
"Georgia","Tennessee","Truck","6658.4394","1864.7705878","12962.475","12996.6205"
"Georgia","Texas","Truck","3516.4414","3227.84067444","9154.40610000001","9193.91180000002"
"Georgia","Utah","Truck","223.8009","434.68560345","596.9522","600.2525"
"Georgia","Vermont","Truck","23.7459","27.4547885","92.793","93.2423"
"Georgia","Virginia","Truck","1824.3278","944.66686104","3582.5114","3595.744"
"Georgia","Washington","Truck","563.3537","1517.58790993","1012.7747","1019.994"
"Georgia","West Virginia","Truck","459.5278","251.66419029","812.788799999999","816.348699999999"
"Georgia","Wisconsin","Truck","628.8054","585.85098986","1684.0102","1692.2257"
"Georgia","Wyoming","Truck","28.0929","48.30045773","85.8988","86.9409"
"Hawaii","Hawaii","Truck","31067.6725","790.28954639","21207.2369","21234.737"
"Idaho","Alabama","Truck","17.7812","36.99957673","52.3992","52.63"
"Idaho","Alaska","Truck","0.0047","0.01316982","0.5619","0.565"
"Idaho","Arizona","Truck","249.3687","261.56682599","238.8407","239.4971"
"Idaho","Arkansas","Truck","8.7309","15.00855955","31.1295","31.252"
"Idaho","California","Truck","985.6709","876.94011057","1534.2459","1539.2004"
